iteration,timestamp,state_id,parent_id,operation,params,cost,score,file_ideality_score,entropy_global,lz77_ratio
38,2025-11-06T16:22:52.218070,12d6ed4f3dd3e36b...,b58cbc8a73ecfa1e...,swap_nibbles,{},3.7800000000000002,-2.6879999999999997,0.0,0.0,0.0
39,2025-11-06T16:22:52.224066,0c874ea94cef911f...,12d6ed4f3dd3e36b...,not_bytes,{},2.0,1.7800000000000002,0.0,0.0,0.0
40,2025-11-06T16:22:52.234063,163fd3d8b28077d6...,0c874ea94cef911f...,swap_nibbles,{},3.9899999999999998,-1.9899999999999998,0.0,0.0,0.0
41,2025-11-06T16:22:52.244058,b58cbc8a73ecfa1e...,163fd3d8b28077d6...,not_bytes,{},2.1,1.8899999999999997,0.0,0.0,0.0
42,2025-11-06T16:22:52.251054,3e4b551b0459fe41...,b58cbc8a73ecfa1e...,rotate_right,{'shift': 7},2.3625000000000003,-0.2625000000000002,0.0,0.0,0.0
43,2025-11-06T16:22:52.258051,2d98eb55c1f1abbc...,3e4b551b0459fe41...,swap_nibbles,{},4.2,-1.8375,0.0,0.0,0.0
44,2025-11-06T16:22:52.265048,44784b59744964e7...,2d98eb55c1f1abbc...,not_bytes,{},2.2,2.0,0.0,0.0,0.0
45,2025-11-06T16:22:52.272045,9f7801050fc3c596...,44784b59744964e7...,swap_nibbles,{},4.41,-2.21,0.0,0.0,0.0
46,2025-11-06T16:22:52.279041,316966b6e00f5f3b...,9f7801050fc3c596...,rotate_right,{'shift': 7},2.5200000000000005,1.8899999999999997,0.0,0.0,0.0
47,2025-11-06T16:22:52.286038,388f866c7933e078...,316966b6e00f5f3b...,not_bytes,{},2.3,0.22000000000000064,0.0,0.0,0.0
48,2025-11-06T16:22:52.294034,2d98eb55c1f1abbc...,388f866c7933e078...,rotate_left,{'shift': 3},3.1500000000000004,-0.8500000000000005,0.0,0.0,0.0
49,2025-11-06T16:22:52.305029,44784b59744964e7...,2d98eb55c1f1abbc...,not_bytes,{},2.4000000000000004,0.75,0.0,0.0,0.0
50,2025-11-06T16:22:52.316024,9f7801050fc3c596...,44784b59744964e7...,swap_nibbles,{},4.620000000000001,-2.2200000000000006,0.0,0.0,0.0
