iteration,timestamp,state_id,parent_id,operation,params,cost,score,file_ideality_score,entropy_global,lz77_ratio
25,2025-11-06T01:35:26.498075,c014e5779f15c5fa...,c3d61a0ef28ade25...,rotate_right,{'shift': 5},2.8350000000000004,-1.7950000000000004,0.0,0.0,0.0
26,2025-11-06T01:35:26.504072,5544a3477ab4aea6...,c014e5779f15c5fa...,rotate_right,{'shift': 5},2.9924999999999997,-0.1574999999999993,0.0,0.0,0.0
27,2025-11-06T01:35:26.511068,c3d61a0ef28ade25...,5544a3477ab4aea6...,rotate_right,{'shift': 6},3.1500000000000004,-0.15750000000000064,0.0,0.0,0.0
28,2025-11-06T01:35:26.518064,aa9fcf52f135925b...,c3d61a0ef28ade25...,not_bytes,{},1.1199999999999999,2.0300000000000002,0.0,0.0,0.0
29,2025-11-06T01:35:26.528060,f35792415f74e874...,aa9fcf52f135925b...,xor_constant,{'constant': 91},1.6,-0.4800000000000002,0.0,0.0,0.0
30,2025-11-06T01:35:26.535055,198f7c644128e6ca...,f35792415f74e874...,not_bytes,{},1.5,0.10000000000000009,0.0,0.0,0.0
31,2025-11-06T01:35:26.542054,56eded75f562a7a5...,198f7c644128e6ca...,rotate_left,{'shift': 7},1.6380000000000003,-0.13800000000000034,0.0,0.0,0.0
32,2025-11-06T01:35:26.549050,e1de06b7a11891d2...,56eded75f562a7a5...,not_bytes,{},1.6,0.038000000000000256,0.0,0.0,0.0
33,2025-11-06T01:35:26.558046,f1d1ee3d6e9ac2d3...,e1de06b7a11891d2...,rotate_left,{'shift': 4},1.7639999999999998,-0.1639999999999997,0.0,0.0,0.0
34,2025-11-06T01:35:26.565043,dbfaaba3074c00bd...,f1d1ee3d6e9ac2d3...,rotate_right,{'shift': 1},3.3075000000000006,-1.5435000000000008,0.0,0.0,0.0
35,2025-11-06T01:35:26.572039,a0152445ecc46c9d...,dbfaaba3074c00bd...,xor_constant,{'constant': 232},1.7850000000000004,1.5225000000000002,0.0,0.0,0.0
36,2025-11-06T01:35:26.582034,e5192ec05f9096d6...,a0152445ecc46c9d...,rotate_right,{'shift': 5},3.4650000000000003,-1.68,0.0,0.0,0.0
37,2025-11-06T01:35:26.593029,a0152445ecc46c9d...,e5192ec05f9096d6...,rotate_left,{'shift': 5},2.3625000000000003,1.1025,0.0,0.0,0.0
38,2025-11-06T01:35:26.603023,fe9fe856e44285a3...,a0152445ecc46c9d...,rotate_right,{'shift': 1},3.6225,-1.2599999999999998,0.0,0.0,0.0
39,2025-11-06T01:35:26.614019,e5192ec05f9096d6...,fe9fe856e44285a3...,swap_nibbles,{},2.1840000000000006,1.4384999999999994,0.0,0.0,0.0
40,2025-11-06T01:35:26.623013,c57bb96b982e58c9...,e5192ec05f9096d6...,xor_constant,{'constant': 66},1.8,0.38400000000000056,0.0,0.0,0.0
41,2025-11-06T01:35:26.630012,5a1ca7d29fc382f0...,c57bb96b982e58c9...,xor_constant,{'constant': 72},1.9,-0.09999999999999987,0.0,0.0,0.0
42,2025-11-06T01:35:26.638008,9ea0ef666e9cd195...,5a1ca7d29fc382f0...,rotate_left,{'shift': 2},2.4000000000000004,-0.5000000000000004,0.0,0.0,0.0
43,2025-11-06T01:35:26.645004,ec7651948476ad9b...,9ea0ef666e9cd195...,rotate_right,{'shift': 7},3.7800000000000007,-1.3800000000000003,0.0,0.0,0.0
44,2025-11-06T01:35:26.652001,f2b1e7603fd72831...,ec7651948476ad9b...,not_bytes,{},1.7850000000000004,1.9950000000000003,0.0,0.0,0.0
45,2025-11-06T01:35:26.658998,d1932d71c6d7f354...,f2b1e7603fd72831...,xor_constant,{'constant': 176},2.0,-0.21499999999999964,0.0,0.0,0.0
46,2025-11-06T01:35:26.665993,94116634b4524da0...,d1932d71c6d7f354...,rotate_left,{'shift': 6},2.5500000000000003,-0.5500000000000003,0.0,0.0,0.0
47,2025-11-06T01:35:26.674990,be1a1aa3d53d7400...,94116634b4524da0...,rotate_right,{'shift': 4},3.9375,-1.3874999999999997,0.0,0.0,0.0
48,2025-11-06T01:35:26.681987,4fabf101e2aa008e...,be1a1aa3d53d7400...,not_bytes,{},1.8,2.1375,0.0,0.0,0.0
49,2025-11-06T01:35:26.689983,ba6105ef1ba2b21e...,4fabf101e2aa008e...,rotate_left,{'shift': 6},2.8350000000000004,-1.0350000000000004,0.0,0.0,0.0
50,2025-11-06T01:35:26.700977,695addc6c0d6d1cf...,ba6105ef1ba2b21e...,rotate_left,{'shift': 3},2.9924999999999997,-0.1574999999999993,0.0,0.0,0.0
