iteration,timestamp,state_id,parent_id,operation,params,cost,score,file_ideality_score,entropy_global,lz77_ratio
33,2025-11-06T01:31:58.080390,f7d3268d068dd84f...,ec191238e8386193...,rotate_left,{'shift': 5},1.6799999999999997,-0.17999999999999972,0.0,0.0,0.0
34,2025-11-06T01:31:58.088388,ea698eae9d532735...,f7d3268d068dd84f...,xor_constant,{'constant': 78},1.6,0.07999999999999963,0.0,0.0,0.0
35,2025-11-06T01:31:58.099381,e6d5b78e5d9927c4...,ea698eae9d532735...,xor_constant,{'constant': 185},1.7000000000000002,-0.10000000000000009,0.0,0.0,0.0
36,2025-11-06T01:31:58.109378,2f01104103064f01...,e6d5b78e5d9927c4...,rotate_right,{'shift': 4},3.1500000000000004,-1.4500000000000002,0.0,0.0,0.0
37,2025-11-06T01:31:58.118373,97243e5676ad1fb4...,2f01104103064f01...,not_bytes,{},1.1199999999999999,2.0300000000000002,0.0,0.0,0.0
38,2025-11-06T01:31:58.125370,2f01104103064f01...,97243e5676ad1fb4...,not_bytes,{},1.5,-0.3800000000000001,0.0,0.0,0.0
39,2025-11-06T01:31:58.133366,3ecc0b5f2873c367...,2f01104103064f01...,rotate_right,{'shift': 6},3.3075000000000006,-1.8075000000000006,0.0,0.0,0.0
40,2025-11-06T01:31:58.140363,fbc50d54e38db3f3...,3ecc0b5f2873c367...,swap_nibbles,{},3.7800000000000002,-0.4724999999999997,0.0,0.0,0.0
41,2025-11-06T01:31:58.147359,3b3d519b840badd9...,fbc50d54e38db3f3...,rotate_left,{'shift': 7},2.3625000000000003,1.4175,0.0,0.0,0.0
42,2025-11-06T01:31:58.154356,3246b207af0393dc...,3b3d519b840badd9...,rotate_left,{'shift': 2},2.4000000000000004,-0.03750000000000009,0.0,0.0,0.0
43,2025-11-06T01:31:58.161353,99c4b314ffb990a7...,3246b207af0393dc...,xor_constant,{'constant': 79},1.8,0.6000000000000003,0.0,0.0,0.0
44,2025-11-06T01:31:58.171348,c247fdeba6a949b9...,99c4b314ffb990a7...,xor_constant,{'constant': 198},1.9,-0.09999999999999987,0.0,0.0,0.0
45,2025-11-06T01:31:58.181343,509b671c68f73823...,c247fdeba6a949b9...,rotate_right,{'shift': 6},3.4650000000000003,-1.5650000000000004,0.0,0.0,0.0
46,2025-11-06T01:31:58.187340,efb5d5061383c214...,509b671c68f73823...,rotate_right,{'shift': 6},3.6225,-0.15749999999999975,0.0,0.0,0.0
47,2025-11-06T01:31:58.195335,c247fdeba6a949b9...,efb5d5061383c214...,rotate_right,{'shift': 4},3.7800000000000007,-0.15750000000000064,0.0,0.0,0.0
48,2025-11-06T01:31:58.205332,c411e07bd3ac7a4f...,c247fdeba6a949b9...,xor_constant,{'constant': 248},2.0,1.7800000000000007,0.0,0.0,0.0
49,2025-11-06T01:31:58.215327,0ae22f889527dfe0...,c411e07bd3ac7a4f...,swap_nibbles,{},3.9899999999999998,-1.9899999999999998,0.0,0.0,0.0
50,2025-11-06T01:31:58.226322,5399980e91ea4cab...,0ae22f889527dfe0...,xor_constant,{'constant': 189},2.1,1.8899999999999997,0.0,0.0,0.0
